Year,Month,Day,Mean_Temp_C,Humidity_Percent,Rainfall_mm
1957.0,11.0,15.0,22.0,63.0,0.0
1957.0,11.0,16.0,23.8,46.0,0.0
1957.0,11.0,17.0,23.7,42.0,0.0
1957.0,11.0,18.0,21.6,57.0,0.0
1957.0,11.0,19.0,21.2,71.0,0.0
1957.0,11.0,20.0,20.2,61.0,0.0
1957.0,11.0,21.0,20.5,60.0,0.0
1957.0,11.0,22.0,19.9,68.0,0.0
1957.0,11.0,24.0,21.3,66.0,0.0
1957.0,11.0,25.0,21.6,69.0,0.0
1957.0,11.0,26.0,21.7,75.0,0.0
1957.0,11.0,27.0,21.3,77.0,0.0
1957.0,11.0,28.0,20.9,75.0,0.0
1957.0,11.0,29.0,20.7,69.0,0.0
1957.0,11.0,30.0,18.9,63.0,0.0
1957.0,12.0,1.0,17.5,65.0,0.0
1957.0,12.0,2.0,17.9,67.0,0.0
1957.0,12.0,3.0,16.4,62.0,0.0
1957.0,12.0,4.0,16.7,65.0,0.0
1957.0,12.0,5.0,17.8,66.0,0.0
1957.0,12.0,6.0,18.2,68.0,0.0
1957.0,12.0,7.0,19.2,71.0,0.0
1957.0,12.0,8.0,19.7,79.0,0.0
1957.0,12.0,9.0,19.5,75.0,0.0
1957.0,12.0,10.0,19.4,79.0,0.0
1957.0,12.0,12.0,21.7,87.0,0.0
1957.0,12.0,13.0,21.6,89.0,0.8
1957.0,12.0,15.0,15.5,60.0,0.0
1957.0,12.0,16.0,16.4,67.0,0.0
1957.0,12.0,17.0,18.9,58.0,0.0
1957.0,12.0,18.0,18.0,65.0,0.0
1957.0,12.0,20.0,18.8,83.0,0.0
1957.0,12.0,22.0,18.0,68.0,0.0
1957.0,12.0,23.0,18.0,71.0,0.0
1957.0,12.0,25.0,19.1,91.0,7.1
1957.0,12.0,27.0,19.2,84.0,0.0
1957.0,12.0,28.0,19.3,85.0,0.0
1957.0,12.0,29.0,18.7,83.0,0.0
1957.0,12.0,30.0,14.9,74.0,0.1
1957.0,12.0,31.0,15.8,69.0,0.0
1958.0,1.0,1.0,18.0,73.0,0.1
1958.0,1.0,2.0,17.0,74.0,1.7
1958.0,1.0,3.0,12.4,58.0,0.0
1958.0,1.0,4.0,12.1,37.0,0.0
1958.0,1.0,5.0,13.3,41.0,0.0
1958.0,1.0,6.0,16.7,56.0,0.0
1958.0,1.0,7.0,18.9,63.0,0.0
1958.0,1.0,8.0,18.0,73.0,0.8
1958.0,1.0,9.0,18.3,87.0,9.6
1958.0,1.0,10.0,17.4,93.0,22.3
1958.0,1.0,13.0,20.5,91.0,0.0
1958.0,1.0,15.0,12.2,74.0,0.0
1958.0,1.0,16.0,8.5,81.0,0.2
1958.0,1.0,17.0,9.1,88.0,2.6
1958.0,1.0,18.0,10.8,86.0,0.4
1958.0,1.0,19.0,12.6,75.0,0.2
1958.0,1.0,20.0,14.7,80.0,0.0
1958.0,1.0,21.0,16.6,81.0,0.0
1958.0,1.0,22.0,16.1,82.0,0.0
1958.0,1.0,23.0,11.7,58.0,0.0
1958.0,1.0,25.0,14.1,76.0,0.0
1958.0,1.0,27.0,14.6,73.0,0.0
1958.0,1.0,28.0,16.4,84.0,0.0
1958.0,1.0,29.0,19.3,89.0,0.3
1958.0,1.0,30.0,14.2,83.0,1.4
1958.0,1.0,31.0,10.6,89.0,14.4
1958.0,2.0,1.0,9.5,93.0,27.8
1958.0,2.0,3.0,14.5,81.0,0.0
1958.0,2.0,4.0,15.7,88.0,3.7
1958.0,2.0,5.0,16.1,93.0,5.5
1958.0,2.0,6.0,16.0,93.0,6.2
1958.0,2.0,7.0,15.2,81.0,9.2
1958.0,2.0,8.0,12.1,80.0,1.8
1958.0,2.0,9.0,10.5,86.0,9.6
1958.0,2.0,10.0,10.9,69.0,1.0
1958.0,2.0,12.0,14.1,32.0,0.0
1958.0,2.0,13.0,11.7,37.0,0.0
1958.0,2.0,14.0,11.9,60.0,0.0
1958.0,2.0,15.0,13.6,68.0,0.0
1958.0,2.0,16.0,14.7,67.0,0.0
1958.0,2.0,17.0,13.5,77.0,13.9
1958.0,2.0,18.0,13.5,79.0,8.9
1958.0,2.0,19.0,13.7,72.0,0.0
1958.0,2.0,20.0,14.1,56.0,0.0
1958.0,2.0,21.0,15.3,74.0,0.0
1958.0,2.0,22.0,16.2,74.0,0.0
1958.0,2.0,23.0,18.0,68.0,0.0
1958.0,2.0,24.0,19.7,73.0,0.0
1958.0,2.0,25.0,17.7,82.0,0.0
1958.0,2.0,26.0,20.0,86.0,0.0
1958.0,2.0,27.0,19.3,92.0,0.0
1958.0,2.0,28.0,15.0,91.0,0.2
1958.0,3.0,1.0,17.4,82.0,0.0
1958.0,3.0,2.0,15.0,88.0,0.2
1958.0,3.0,3.0,14.1,69.0,0.0
1958.0,3.0,4.0,14.6,63.0,0.0
1958.0,3.0,6.0,20.2,88.0,0.0
1958.0,3.0,8.0,16.7,62.0,0.0
1958.0,3.0,9.0,16.7,76.0,0.0
1958.0,3.0,10.0,19.1,88.0,0.0
1958.0,3.0,11.0,20.4,93.0,0.0
1958.0,3.0,12.0,21.8,94.0,0.2
1958.0,3.0,13.0,23.1,91.0,0.0
1958.0,3.0,14.0,22.6,93.0,0.0
1958.0,3.0,15.0,22.1,94.0,0.0
1958.0,3.0,16.0,23.2,92.0,0.0
1958.0,3.0,17.0,24.2,88.0,0.0
1958.0,3.0,18.0,20.7,94.0,33.3
1958.0,3.0,19.0,19.0,93.0,5.4
1958.0,3.0,20.0,19.9,95.0,0.7
1958.0,3.0,21.0,20.5,99.0,9.2
1958.0,3.0,22.0,21.3,95.0,0.5
1958.0,3.0,23.0,20.5,96.0,1.2
1958.0,3.0,24.0,22.7,94.0,0.1
1958.0,3.0,25.0,24.8,86.0,0.0
1958.0,3.0,26.0,24.3,92.0,1.0
1958.0,3.0,27.0,19.2,90.0,32.0
1958.0,3.0,28.0,15.3,77.0,34.2
1958.0,3.0,29.0,16.9,68.0,0.0
1958.0,3.0,30.0,18.6,69.0,0.0
1958.0,3.0,31.0,20.0,78.0,0.0
1958.0,4.0,1.0,21.8,82.0,0.0
1958.0,4.0,2.0,23.1,86.0,0.0
1958.0,4.0,3.0,23.1,91.0,25.4
1958.0,4.0,4.0,22.6,96.0,6.4
1958.0,4.0,5.0,25.4,88.0,0.0
1958.0,4.0,7.0,24.1,94.0,0.0
1958.0,4.0,8.0,23.3,94.0,0.0
1958.0,4.0,9.0,24.2,86.0,0.0
1958.0,4.0,10.0,21.7,91.0,2.5
1958.0,4.0,11.0,22.8,91.0,0.0
1958.0,4.0,12.0,21.5,93.0,0.8
1958.0,4.0,13.0,17.6,87.0,11.2
1958.0,4.0,15.0,20.2,79.0,0.0
1958.0,4.0,16.0,21.7,72.0,0.0
1958.0,4.0,17.0,23.2,79.0,0.0
1958.0,4.0,18.0,23.6,88.0,0.0
1958.0,4.0,19.0,23.8,90.0,0.0
1958.0,4.0,20.0,24.9,86.0,0.0
1958.0,4.0,21.0,26.2,84.0,0.0
1958.0,4.0,23.0,27.3,82.0,0.0
1958.0,4.0,24.0,27.2,83.0,0.0
1958.0,4.0,25.0,27.3,82.0,0.0
1958.0,4.0,26.0,27.4,81.0,0.0
1958.0,4.0,27.0,25.4,79.0,0.9
1958.0,4.0,28.0,22.5,79.0,0.4
1958.0,4.0,29.0,24.7,77.0,0.4
1958.0,4.0,30.0,26.1,72.0,0.0
1958.0,5.0,2.0,26.3,86.0,0.0
1958.0,5.0,3.0,26.5,84.0,0.0
1958.0,5.0,5.0,24.0,93.0,15.6
1958.0,5.0,10.0,28.7,82.0,0.6
1958.0,5.0,12.0,25.6,88.0,5.3
1958.0,5.0,13.0,22.7,84.0,0.7
1958.0,5.0,16.0,25.6,90.0,20.4
1958.0,5.0,17.0,24.0,86.0,0.3
1958.0,5.0,18.0,24.7,93.0,1.0
1958.0,5.0,19.0,27.6,83.0,0.0
1958.0,5.0,20.0,28.6,80.0,0.0
1958.0,5.0,21.0,29.1,78.0,0.0
1958.0,5.0,23.0,25.4,86.0,89.8
1958.0,5.0,25.0,26.4,57.0,0.0
1958.0,5.0,26.0,27.0,68.0,0.0
1958.0,5.0,27.0,26.8,53.0,0.0
1958.0,5.0,28.0,26.2,64.0,0.0
1958.0,5.0,29.0,25.8,79.0,15.4
1958.0,5.0,30.0,25.1,91.0,16.2
1958.0,5.0,31.0,25.8,92.0,60.2
1958.0,6.0,1.0,25.7,93.0,21.8
1958.0,6.0,2.0,26.2,92.0,26.7
1958.0,6.0,3.0,27.3,88.0,0.0
1958.0,6.0,4.0,27.1,84.0,0.2
1958.0,6.0,5.0,26.6,88.0,1.2
1958.0,6.0,7.0,28.9,82.0,0.1
1958.0,6.0,8.0,27.6,89.0,67.8
1958.0,6.0,9.0,26.7,81.0,2.4
1958.0,6.0,11.0,27.6,79.0,0.0
1958.0,6.0,13.0,27.4,77.0,0.0
1958.0,6.0,14.0,28.2,72.0,0.0
1958.0,6.0,15.0,29.3,77.0,0.0
1958.0,6.0,16.0,26.2,90.0,49.5
1958.0,6.0,17.0,22.5,89.0,16.2
1958.0,6.0,18.0,26.1,70.0,0.0
1958.0,6.0,19.0,26.5,69.0,0.0
1958.0,6.0,20.0,26.8,78.0,0.1
1958.0,6.0,21.0,26.9,88.0,0.8
1958.0,6.0,22.0,28.6,85.0,0.6
1958.0,6.0,23.0,29.0,85.0,0.2
1958.0,6.0,24.0,27.3,89.0,18.0
1958.0,6.0,25.0,26.7,91.0,35.3
1958.0,6.0,26.0,28.0,88.0,2.1
1958.0,6.0,29.0,29.5,78.0,0.2
1958.0,6.0,30.0,28.8,79.0,0.4
1958.0,7.0,1.0,27.2,86.0,6.3
1958.0,7.0,2.0,28.5,82.0,0.3
1958.0,7.0,3.0,28.6,81.0,0.7
1958.0,7.0,4.0,28.8,75.0,0.0
1958.0,7.0,5.0,29.4,76.0,0.0
1958.0,7.0,6.0,29.7,76.0,8.6
1958.0,7.0,7.0,30.0,75.0,0.1
1958.0,7.0,8.0,30.0,73.0,0.0
1958.0,7.0,9.0,30.2,76.0,0.0
1958.0,7.0,10.0,30.3,75.0,0.0
1958.0,7.0,11.0,29.9,75.0,0.0
1958.0,7.0,12.0,30.2,75.0,1.6
1958.0,7.0,13.0,29.7,78.0,3.2
1958.0,7.0,14.0,29.4,78.0,6.0
1958.0,7.0,15.0,30.3,74.0,0.0
1958.0,7.0,16.0,30.3,77.0,4.2
1958.0,7.0,17.0,27.8,88.0,44.8
1958.0,7.0,18.0,26.8,91.0,50.0
1958.0,7.0,19.0,26.2,92.0,77.3
1958.0,7.0,20.0,28.0,82.0,20.0
1958.0,7.0,21.0,27.0,85.0,10.2
1958.0,7.0,22.0,28.7,83.0,0.0
1958.0,7.0,23.0,28.1,85.0,1.4
1958.0,7.0,24.0,26.6,87.0,28.4
1958.0,7.0,26.0,26.8,90.0,81.8
1958.0,7.0,27.0,26.5,91.0,25.2
1958.0,7.0,28.0,25.7,96.0,103.5
1958.0,7.0,29.0,28.3,86.0,0.5
1958.0,7.0,30.0,27.8,89.0,2.2
1958.0,7.0,31.0,28.1,87.0,2.8
1958.0,8.0,1.0,29.0,82.0,0.0
1958.0,8.0,2.0,29.4,80.0,0.0
1958.0,8.0,4.0,28.9,80.0,0.0
1958.0,8.0,6.0,25.6,82.0,47.5
1958.0,8.0,7.0,25.0,83.0,37.5
1958.0,8.0,8.0,25.3,86.0,29.6
1958.0,8.0,9.0,26.3,85.0,2.7
1958.0,8.0,10.0,26.4,86.0,9.2
1958.0,8.0,12.0,27.6,80.0,0.0
1958.0,8.0,13.0,27.5,80.0,0.0
1958.0,8.0,15.0,26.0,88.0,25.0
1958.0,8.0,16.0,27.5,87.0,0.0
1958.0,8.0,17.0,28.2,84.0,0.6
1958.0,8.0,19.0,28.5,78.0,0.0
1958.0,8.0,20.0,28.6,81.0,0.0
1958.0,8.0,21.0,28.2,78.0,0.0
1958.0,8.0,22.0,28.5,79.0,0.0
1958.0,8.0,23.0,28.7,78.0,0.0
1958.0,8.0,24.0,28.7,78.0,0.0
1958.0,8.0,25.0,29.0,77.0,0.0
1958.0,8.0,26.0,28.3,79.0,1.0
1958.0,8.0,27.0,27.1,86.0,12.1
1958.0,8.0,28.0,27.5,86.0,2.9
1958.0,8.0,29.0,28.0,84.0,1.0
1958.0,8.0,30.0,28.3,83.0,0.0
1958.0,8.0,31.0,28.9,76.0,5.5
1958.0,9.0,1.0,27.4,84.0,22.4
1958.0,9.0,2.0,26.2,93.0,113.5
1958.0,9.0,3.0,26.7,90.0,15.0
1958.0,9.0,4.0,28.8,83.0,0.0
1958.0,9.0,5.0,28.9,85.0,5.2
1958.0,9.0,6.0,27.8,84.0,1.5
1958.0,9.0,7.0,27.8,81.0,4.7
1958.0,9.0,8.0,28.9,73.0,0.0
1958.0,9.0,10.0,27.7,82.0,55.3
1958.0,9.0,11.0,26.7,89.0,26.1
1958.0,9.0,12.0,27.2,91.0,54.5
1958.0,9.0,13.0,27.9,86.0,0.2
1958.0,9.0,14.0,28.4,84.0,0.0
1958.0,9.0,15.0,29.0,81.0,0.0
1958.0,9.0,16.0,29.3,80.0,0.0
1958.0,9.0,17.0,28.8,84.0,19.6
1958.0,9.0,18.0,29.2,81.0,0.0
1958.0,9.0,19.0,27.8,87.0,3.5
1958.0,9.0,20.0,27.2,86.0,50.3
1958.0,9.0,21.0,27.3,73.0,9.7
1958.0,9.0,22.0,27.5,63.0,29.5
1958.0,9.0,23.0,26.4,84.0,22.5
1958.0,9.0,24.0,27.3,76.0,9.5
1958.0,9.0,25.0,26.0,73.0,1.1
1958.0,9.0,26.0,26.0,68.0,11.7
1958.0,9.0,27.0,26.6,69.0,0.0
1958.0,9.0,29.0,24.1,83.0,7.7
1958.0,9.0,30.0,24.9,93.0,86.3
1958.0,10.0,1.0,26.9,86.0,2.3
1958.0,10.0,2.0,21.6,84.0,0.4
1958.0,10.0,5.0,25.6,68.0,0.0
1958.0,10.0,6.0,25.4,64.0,0.0
1958.0,10.0,7.0,25.8,70.0,0.7
1958.0,10.0,9.0,25.6,75.0,0.0
1958.0,10.0,12.0,26.6,80.0,7.2
1958.0,10.0,13.0,25.4,90.0,34.0
1958.0,10.0,14.0,26.4,88.0,0.3
1958.0,10.0,15.0,27.1,85.0,0.0
1958.0,10.0,16.0,25.7,82.0,2.5
1958.0,10.0,17.0,24.6,71.0,0.2
1958.0,10.0,21.0,26.0,77.0,0.0
1958.0,10.0,22.0,24.5,67.0,0.0
1958.0,10.0,23.0,20.8,62.0,0.0
1958.0,10.0,27.0,19.2,41.0,0.0
1958.0,10.0,28.0,20.2,56.0,0.0
1958.0,10.0,29.0,21.8,45.0,0.0
1958.0,10.0,30.0,21.6,29.0,0.0
1958.0,10.0,31.0,20.5,36.0,0.0
1958.0,11.0,1.0,20.5,44.0,0.0
1958.0,11.0,2.0,20.5,51.0,0.0
1958.0,11.0,3.0,20.7,64.0,0.0
1958.0,11.0,4.0,21.0,70.0,0.0
1958.0,11.0,5.0,21.4,73.0,0.0
1958.0,11.0,6.0,22.8,73.0,0.0
1958.0,11.0,7.0,23.0,77.0,0.0
1958.0,11.0,8.0,22.5,76.0,0.0
1958.0,11.0,9.0,22.6,82.0,0.0
1958.0,11.0,10.0,23.8,78.0,0.0
1958.0,11.0,11.0,23.7,81.0,0.0
1958.0,11.0,12.0,23.8,81.0,0.0
1958.0,11.0,13.0,23.8,82.0,0.3
1958.0,11.0,14.0,24.5,80.0,0.0
1958.0,11.0,16.0,20.8,70.0,0.0
1958.0,11.0,17.0,21.2,75.0,0.0
1958.0,11.0,19.0,19.8,67.0,0.4
1958.0,11.0,20.0,18.7,45.0,0.0
1958.0,11.0,21.0,17.7,44.0,0.0
1958.0,11.0,22.0,17.6,32.0,0.0
1958.0,11.0,23.0,17.3,32.0,0.0
1958.0,11.0,24.0,16.9,44.0,0.0
1958.0,11.0,25.0,18.0,62.0,0.0
1958.0,11.0,26.0,18.8,67.0,0.0
1958.0,11.0,27.0,19.5,62.0,0.0
1958.0,11.0,28.0,18.9,65.0,0.0
1958.0,11.0,29.0,19.1,71.0,0.0
1958.0,11.0,30.0,19.0,54.0,0.0
1958.0,12.0,1.0,17.6,49.0,0.0
1958.0,12.0,2.0,17.3,56.0,0.0
1958.0,12.0,3.0,18.2,70.0,0.0
1958.0,12.0,4.0,18.9,58.0,0.0
1958.0,12.0,5.0,17.9,50.0,0.0
1958.0,12.0,6.0,17.8,68.0,0.0
1958.0,12.0,7.0,18.2,69.0,0.0
1958.0,12.0,8.0,18.0,66.0,0.0
1958.0,12.0,9.0,19.1,53.0,0.0
1958.0,12.0,10.0,17.6,37.0,0.0
1958.0,12.0,11.0,17.4,57.0,0.0
1958.0,12.0,12.0,17.9,64.0,0.0
1958.0,12.0,13.0,18.0,64.0,0.0
1958.0,12.0,14.0,18.1,64.0,0.0
1958.0,12.0,15.0,18.5,61.0,0.0
1958.0,12.0,16.0,17.9,73.0,0.0
1958.0,12.0,18.0,20.0,81.0,0.0
1958.0,12.0,19.0,19.7,79.0,0.0
1958.0,12.0,20.0,17.4,61.0,0.0
1958.0,12.0,21.0,17.5,65.0,0.0
1958.0,12.0,22.0,18.9,76.0,0.0
1958.0,12.0,23.0,18.2,91.0,0.0
1958.0,12.0,24.0,17.6,93.0,3.6
1958.0,12.0,25.0,18.4,87.0,1.3
1958.0,12.0,26.0,17.7,74.0,0.0
1958.0,12.0,27.0,18.0,78.0,0.0
1958.0,12.0,28.0,17.2,71.0,0.0
1958.0,12.0,29.0,16.6,78.0,0.0
1958.0,12.0,30.0,17.3,84.0,0.0
1959.0,1.0,1.0,17.8,87.0,1.2
1959.0,1.0,2.0,17.5,81.0,0.0
1959.0,1.0,4.0,13.5,64.0,0.0
1959.0,1.0,5.0,11.8,65.0,0.0
1959.0,1.0,6.0,13.9,66.0,0.0
1959.0,1.0,8.0,16.2,84.0,0.0
1959.0,1.0,11.0,10.2,40.0,0.0
1959.0,1.0,12.0,13.0,42.0,0.0
1959.0,1.0,13.0,13.5,40.0,0.0
1959.0,1.0,14.0,14.4,59.0,0.0
1959.0,1.0,16.0,14.3,22.0,0.0
1959.0,1.0,17.0,13.1,27.0,0.0
1959.0,1.0,18.0,13.3,57.0,0.0
1959.0,1.0,20.0,13.5,62.0,0.0
1959.0,1.0,21.0,14.4,59.0,0.0
1959.0,1.0,22.0,14.4,34.0,0.0
1959.0,1.0,23.0,13.9,55.0,0.0
1959.0,1.0,24.0,16.1,51.0,0.0
1959.0,1.0,26.0,19.5,82.0,0.0
1959.0,1.0,27.0,18.6,91.0,0.0
1959.0,1.0,28.0,19.5,92.0,0.0
1959.0,1.0,30.0,16.3,63.0,0.0
1959.0,1.0,31.0,15.8,78.0,0.0
1959.0,2.0,1.0,17.2,80.0,0.0
1959.0,2.0,3.0,21.2,90.0,0.0
1959.0,2.0,6.0,21.0,94.0,0.1
1959.0,2.0,7.0,21.0,92.0,36.8
1959.0,2.0,8.0,17.3,78.0,2.5
1959.0,2.0,9.0,15.9,74.0,0.3
1959.0,2.0,10.0,14.4,76.0,0.3
1959.0,2.0,13.0,21.0,91.0,0.7
1959.0,2.0,14.0,23.7,87.0,0.3
1959.0,2.0,17.0,23.5,88.0,0.7
1959.0,2.0,18.0,18.0,96.0,10.9
1959.0,2.0,19.0,17.8,96.0,1.1
1959.0,2.0,20.0,17.2,96.0,55.5
1959.0,2.0,21.0,13.5,84.0,17.5
1959.0,2.0,22.0,12.9,93.0,45.7
1959.0,2.0,23.0,12.2,96.0,19.3
1959.0,2.0,24.0,12.3,84.0,0.8
1959.0,2.0,25.0,12.2,86.0,0.5
1959.0,2.0,26.0,11.4,86.0,1.8
1959.0,2.0,27.0,11.1,86.0,1.7
1959.0,2.0,28.0,11.6,91.0,13.7
1959.0,3.0,1.0,11.8,86.0,18.8
1959.0,3.0,2.0,13.3,74.0,6.7
1959.0,3.0,3.0,15.3,69.0,0.0
1959.0,3.0,4.0,16.6,81.0,0.3
1959.0,3.0,6.0,20.6,96.0,0.4
1959.0,3.0,9.0,16.5,91.0,6.0
1959.0,3.0,10.0,15.4,83.0,2.9
1959.0,3.0,11.0,17.4,72.0,0.0
1959.0,3.0,12.0,16.6,80.0,2.5
1959.0,3.0,13.0,15.4,88.0,4.2
1959.0,3.0,14.0,15.8,88.0,2.2
1959.0,3.0,15.0,17.3,70.0,0.0
1959.0,3.0,16.0,16.1,58.0,0.0
1959.0,3.0,17.0,15.7,64.0,0.0
1959.0,3.0,18.0,16.0,66.0,0.0
1959.0,3.0,19.0,17.1,68.0,0.0
1959.0,3.0,20.0,19.1,73.0,0.0
1959.0,3.0,21.0,21.0,80.0,0.0
1959.0,3.0,22.0,21.5,82.0,0.0
1959.0,3.0,23.0,22.3,84.0,0.0
1959.0,3.0,24.0,23.1,81.0,0.0
1959.0,3.0,25.0,20.6,90.0,0.0
1959.0,3.0,26.0,22.1,87.0,0.0
1959.0,3.0,29.0,21.6,85.0,0.1
1959.0,3.0,30.0,22.8,84.0,0.3
1959.0,3.0,31.0,19.6,75.0,0.0
1959.0,4.0,4.0,24.4,81.0,0.0
1959.0,4.0,5.0,22.7,83.0,0.0
1959.0,4.0,7.0,21.7,84.0,0.0
1959.0,4.0,8.0,23.4,88.0,0.0
1959.0,4.0,9.0,25.1,85.0,0.0
1959.0,4.0,10.0,25.2,86.0,0.0
1959.0,4.0,11.0,25.7,84.0,0.0
1959.0,4.0,12.0,25.0,88.0,0.2
1959.0,4.0,14.0,20.7,76.0,0.0
1959.0,4.0,15.0,22.6,78.0,0.0
1959.0,4.0,16.0,23.3,84.0,0.1
1959.0,4.0,17.0,23.1,73.0,0.0
1959.0,4.0,18.0,22.4,84.0,0.0
1959.0,4.0,19.0,20.9,95.0,32.2
1959.0,4.0,20.0,21.5,96.0,58.2
1959.0,4.0,21.0,22.2,99.0,90.0
1959.0,4.0,22.0,23.0,89.0,20.3
1959.0,4.0,23.0,20.7,84.0,2.2
1959.0,4.0,24.0,20.7,98.0,84.6
1959.0,4.0,25.0,21.7,96.0,2.1
1959.0,4.0,26.0,24.2,91.0,3.3
1959.0,4.0,27.0,23.8,71.0,0.2
1959.0,4.0,28.0,21.9,68.0,0.6
1959.0,4.0,29.0,22.5,71.0,0.0
1959.0,4.0,30.0,23.1,72.0,0.0
1959.0,5.0,1.0,23.7,79.0,0.0
1959.0,5.0,2.0,24.6,84.0,0.0
1959.0,5.0,3.0,25.5,88.0,0.1
1959.0,5.0,4.0,26.2,86.0,0.0
1959.0,5.0,5.0,27.0,83.0,0.2
1959.0,5.0,6.0,26.7,80.0,0.0
1959.0,5.0,8.0,25.4,81.0,0.1
1959.0,5.0,10.0,25.2,85.0,1.7
1959.0,5.0,11.0,25.8,78.0,0.0
1959.0,5.0,12.0,26.4,81.0,0.0
1959.0,5.0,14.0,25.9,82.0,0.0
1959.0,5.0,15.0,27.3,79.0,0.0
1959.0,5.0,17.0,27.1,86.0,21.3
1959.0,5.0,18.0,25.0,94.0,25.5
1959.0,5.0,19.0,23.9,94.0,20.6
1959.0,5.0,20.0,24.8,92.0,1.1
1959.0,5.0,22.0,24.7,82.0,12.0
1959.0,5.0,23.0,22.8,84.0,0.5
1959.0,5.0,24.0,24.6,86.0,0.7
1959.0,5.0,25.0,26.0,85.0,0.0
1959.0,5.0,26.0,27.1,83.0,0.0
1959.0,5.0,30.0,27.2,88.0,2.6
1959.0,5.0,31.0,27.4,88.0,3.7
1959.0,6.0,1.0,25.2,95.0,94.3
1959.0,6.0,2.0,25.7,93.0,1.1
1959.0,6.0,3.0,28.7,84.0,0.0
1959.0,6.0,4.0,28.3,83.0,0.8
1959.0,6.0,5.0,28.0,82.0,0.3
1959.0,6.0,6.0,27.8,86.0,2.6
1959.0,6.0,7.0,28.8,83.0,5.2
1959.0,6.0,8.0,29.6,81.0,0.0
1959.0,6.0,10.0,29.3,81.0,0.4
1959.0,6.0,11.0,28.5,86.0,28.8
1959.0,6.0,12.0,27.5,91.0,97.1
1959.0,6.0,13.0,27.3,90.0,175.5
1959.0,6.0,14.0,25.8,93.0,181.7
1959.0,6.0,15.0,25.4,96.0,270.3
1959.0,6.0,16.0,28.7,83.0,0.0
1959.0,6.0,17.0,29.1,79.0,0.3
1959.0,6.0,18.0,28.8,81.0,0.0
1959.0,6.0,19.0,29.3,79.0,0.0
1959.0,6.0,20.0,29.3,80.0,0.1
1959.0,6.0,21.0,29.3,81.0,0.4
1959.0,6.0,22.0,28.8,83.0,5.6
1959.0,6.0,23.0,27.5,88.0,10.2
1959.0,6.0,24.0,28.3,84.0,8.9
1959.0,6.0,25.0,28.4,84.0,0.0
1959.0,6.0,26.0,28.5,83.0,0.0
1959.0,6.0,27.0,28.7,81.0,0.0
1959.0,6.0,28.0,26.9,89.0,16.0
1959.0,6.0,29.0,27.6,87.0,8.8
1959.0,6.0,30.0,27.3,90.0,5.3
1959.0,7.0,1.0,29.0,83.0,0.2
1959.0,7.0,2.0,29.2,81.0,2.0
1959.0,7.0,3.0,29.4,78.0,8.0
1959.0,7.0,4.0,28.9,82.0,3.3
1959.0,7.0,5.0,28.6,81.0,0.1
1959.0,7.0,6.0,26.9,87.0,19.3
1959.0,7.0,7.0,24.5,97.0,126.2
1959.0,7.0,8.0,26.1,91.0,4.4
1959.0,7.0,9.0,26.3,92.0,33.3
1959.0,7.0,10.0,27.4,90.0,12.0
1959.0,7.0,11.0,28.2,85.0,0.0
1959.0,7.0,12.0,28.8,79.0,0.0
1959.0,7.0,13.0,29.4,78.0,0.0
1959.0,7.0,14.0,29.8,80.0,0.0
1959.0,7.0,15.0,28.9,85.0,2.5
1959.0,7.0,16.0,28.1,87.0,3.7
1959.0,7.0,17.0,29.2,83.0,0.3
1959.0,7.0,18.0,26.9,90.0,32.3
1959.0,7.0,19.0,26.9,92.0,16.4
1959.0,7.0,20.0,25.7,94.0,15.2
1959.0,7.0,21.0,27.9,88.0,0.0
1959.0,7.0,22.0,28.4,84.0,0.0
1959.0,7.0,23.0,28.6,82.0,0.0
1959.0,7.0,25.0,29.0,79.0,0.0
1959.0,7.0,26.0,27.9,85.0,28.2
1959.0,7.0,27.0,27.3,89.0,10.6
1959.0,7.0,28.0,29.0,82.0,0.4
1959.0,7.0,29.0,27.8,86.0,18.6
1959.0,7.0,30.0,27.9,87.0,14.2
1959.0,7.0,31.0,27.5,87.0,1.3
1959.0,8.0,1.0,27.6,89.0,9.4
1959.0,8.0,2.0,25.3,96.0,94.7
1959.0,8.0,3.0,26.3,93.0,57.9
1959.0,8.0,4.0,27.0,89.0,27.0
1959.0,8.0,5.0,28.5,76.0,0.0
1959.0,8.0,6.0,28.6,78.0,0.0
1959.0,8.0,7.0,29.1,83.0,0.0
1959.0,8.0,8.0,28.7,86.0,45.5
1959.0,8.0,9.0,26.0,94.0,137.0
1959.0,8.0,10.0,26.7,93.0,16.5
1959.0,8.0,11.0,28.3,86.0,1.4
1959.0,8.0,12.0,28.9,83.0,0.2
1959.0,8.0,14.0,29.2,78.0,0.0
1959.0,8.0,15.0,29.0,80.0,0.0
1959.0,8.0,16.0,29.2,81.0,0.1
1959.0,8.0,17.0,28.8,80.0,0.0
1959.0,8.0,19.0,27.1,88.0,26.5
1959.0,8.0,20.0,27.2,88.0,23.7
1959.0,8.0,21.0,27.3,87.0,11.1
1959.0,8.0,22.0,28.1,84.0,1.8
1959.0,8.0,23.0,28.2,83.0,8.9
1959.0,8.0,24.0,26.0,91.0,41.0
1959.0,8.0,25.0,26.0,92.0,29.1
1959.0,8.0,26.0,26.7,91.0,5.7
1959.0,8.0,27.0,28.0,85.0,0.0
1959.0,8.0,28.0,28.8,83.0,0.4
1959.0,8.0,29.0,29.5,81.0,1.7
